RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31
102001,0,United States,country,,1288.5367679105495,1294.0129594685266,1299.5755161308996,1305.1076070458066,1309.5819596047806,1314.2956758361636,1319.1728509399595,1324.676711724734,1330.234171021405,1335.4472073366267,1340.7534263026025,1345.990264883307,1350.7357079990093,1354.0610980806048,1356.2423214275968,1359.7376096502605,1363.778434882644,1368.6290243228893,1372.7864965516303,1377.09668135776,1380.6109126411652,1384.3281536986703,1387.650927557542,1391.6605642974002,1397.6690894684086,1405.3347187919226,1413.6419770045763,1420.0216104698025,1425.421127208355,1430.4408355460032,1435.5024351965665,1440.023392527682,1445.8764539166068,1451.0866095764006,1456.6644465340687,1461.8587771773855,1466.9299511332867,1471.8737483221037,1476.8833360139288,1482.0707152087025,1487.0280838446008,1492.1108766331151,1497.2619146690345,1503.1320125267048,1508.3191264672566,1514.18924157119,1520.393935006593,1526.9147705246749,1532.060544479392,1536.735656943532,1541.4506826472498,1546.7843622654316,1552.784078735601,1558.7391330899113,1564.800085400846,1570.5452910214044,1576.3398610808365,1581.908139246123,1587.137976952893,1592.216904452345,1598.0758683479803,1604.1190834673105,1610.0087442457805,1612.670401729978,1615.6173298243793,1621.29604040066,1632.548426430872,1644.4676183130962,1657.5696721067595,1670.2945689840878,1682.9654275093487,1695.4417014084897,1708.7419100489324,1722.2413778823038,1736.240247343233,1752.8846336312322,1773.1222134397715,1794.282516992547,1814.527050696565,1835.539905425957,1856.4551850361304,1875.9638135799016,1894.2135521504729,1911.7721448993138,1928.7940705278008,1945.8498307401758,1962.0019045304994,1979.0807024753697,1993.471879625416,2007.964377377004,2019.5100538203906,2029.742892789339,2037.6156822321987,2045.9880531112742,2052.630934816384,2061.2766611180386,2068.273141388903,2076.05991630452,2084.5011560936855,2093.7671706231017,2102.835260951784,2110.0472525548707,2117.868551305622,2125.5057568678553,2133.6093570260873,2141.010572898864,2147.9037801571903,2155.2736697150604,2163.4614717087256,2172.168850359371,2180.861298038141,2188.228840820579,2195.4759757034676,2202.5301453551115,2210.191180962112,2217.34137420859,2225.394910264797,2233.487778251063,2242.537700429183,2249.7551115701244,2256.668289240477,2262.192798192122,2267.0331839312994,2271.674211485293,2276.4861396459464,2281.8499316541206,2286.6050732288895,2291.544032985006
394913,1,"New York, NY",msa,NY,2073.02595638218,2091.0741599306657,2104.3597943889486,2106.6940395803786,2102.5527822093486,2111.295489413719,2117.838067901987,2125.563274162636,2131.7783477467947,2139.0278509928844,2147.1488359046143,2156.275604737042,2163.927412069297,2168.240249479555,2168.0387687005664,2173.368273601662,2178.8943122373516,2182.3759267508954,2187.950624168919,2192.679103180641,2193.5824591344053,2194.693553116728,2208.6309924346256,2222.1961853715484,2236.7045806476694,2239.987935908291,2250.214283114107,2255.4466982903105,2265.2392197907106,2269.7288642309136,2278.278422471323,2279.765116817347,2306.122650731738,2319.2117248244404,2323.320369005051,2308.1354079398243,2308.845022838635,2316.069686692815,2317.613345142263,2322.782563406796,2328.79427980052,2336.1410543572333,2341.911918239345,2356.993932747478,2365.996390080713,2366.7565114585705,2372.1374733757966,2376.4628888431484,2384.5416537825927,2393.6544453610004,2403.232934714881,2411.728154209355,2417.539974792382,2425.0540366918963,2431.614621750667,2434.8556699777146,2431.677061030685,2441.660766272241,2450.0100703618486,2468.8972625193746,2477.1866582568864,2483.992521746138,2479.842874454452,2488.0986627753377,2499.4823424844526,2509.71851234645,2521.3159941232357,2533.7037512693305,2552.221282376139,2551.5729288527955,2576.798150315366,2579.336978773241,2606.3906882894526,2614.26211364359,2641.203454264391,2657.6704224023742,2669.6236865633437,2690.3639625754086,2710.0402329969093,2735.32177058615,2745.995534676493,2777.8304722183148,2788.404867930851,2827.67338650664,2850.676399589216,2887.491909197711,2900.0206780364715,2919.4706348549344,2947.8049880951953,2973.831151295728,3000.137794115735,3020.703414010601,3045.854672795728,3059.6046859807643,3067.818844650829,3065.4354962561265,3070.3154269451043,3092.5274831426304,3123.343974370183,3155.804589334375,3171.504218774933,3176.804042790883,3186.9938461980005,3197.401734660138,3219.888268222831,3232.398400826228,3246.264955188064,3255.674493979887,3279.1925922521755,3300.2755531055063,3327.8639829005288,3330.1438884950844,3334.0835585749624,3340.7917826690705,3360.027024357695,3372.083472034493,3378.0444879511742,3392.9723650397627,3412.971168848097,3435.4822078430284,3445.3927000185595,3445.320207441537,3440.290601664234,3452.767107978968,3470.4417057648852,3491.161901820241,3499.213715579391,3513.3822514155363
753899,2,"Los Angeles, CA",msa,CA,2525.609865974257,2537.4171696549047,2550.7993509420385,2556.6729404890525,2563.714863092898,2574.4604140336914,2587.9728963870793,2601.0636101192617,2617.8576726444485,2632.9860332016215,2645.8022341383785,2660.9558291495146,2673.736563606562,2687.7490768323364,2697.7722957466717,2705.5357081291936,2721.6384132859694,2731.7571908988416,2744.0055700654552,2749.870669480194,2756.807459617112,2763.369027130901,2767.788515902815,2776.440692551494,2793.2540197138696,2814.505585891021,2833.1592250953777,2851.2856717729273,2861.657032516308,2870.8864697500817,2880.663477409495,2890.820273825699,2904.822574251001,2909.8973345480185,2923.3884557370457,2933.0734819742224,2947.4164584613895,2958.05562176026,2965.7947420923547,2977.718225425592,2981.618654180992,2997.1149808760747,3006.798447707125,3021.1230761990237,3030.884471636419,3046.547964746883,3065.185472716606,3076.251568788948,3082.7824454479323,3083.2822404229514,3092.783927615531,3100.0327136835954,3115.6108380890532,3123.8509349029514,3135.653900947109,3144.8673005183546,3155.0457648367583,3165.053696159397,3168.8855935776805,3179.543353393327,3189.7377739733406,3205.5016478956422,3194.322708043749,3190.3717908883273,3186.3289685109867,3200.8532909132164,3227.8540496292744,3244.044481580822,3260.3346848829806,3270.8981343134974,3293.584543697584,3309.6303778969937,3338.8530692934773,3357.769875255123,3388.4383261235266,3409.0882055919783,3437.926806375948,3462.8897229619133,3488.7732364744566,3533.934353575445,3577.5673595286225,3614.5277583988745,3642.7925405138208,3678.3423681534746,3709.317484035199,3749.321970212246,3780.2292868447726,3821.9723768866156,3851.781874088363,3877.7795173122463,3897.399992346102,3905.1835414250163,3916.489969460584,3936.2834312906375,3951.451664436884,3959.5278123253984,3956.1795916746387,3956.766278692561,3972.028535133637,3999.5968093184065,4025.926056674365,4050.110097688307,4068.7630081013444,4092.196472534347,4103.760431343892,4119.619523300902,4132.998476599624,4156.7220800445275,4149.671575346261,4151.445000996574,4150.0543578227835,4178.305136026881,4196.114941711421,4215.850959299229,4236.406517514167,4252.5863165950295,4275.371592124137,4291.030509169304,4311.1234350039795,4323.999336052234,4365.8831105772715,4396.245345754413,4422.04390132352,4414.840150601883,4418.072097232938,4421.113120044996,4426.824101148037,4434.379975433763
394463,3,"Chicago, IL",msa,IL,1515.8539008041414,1517.0460042119541,1519.0376609498044,1526.5183973021885,1531.887392824926,1537.325308481915,1539.7804890264977,1542.816507551681,1544.127291563679,1547.0093431512623,1551.0064163848024,1560.478000429753,1564.2585554876046,1568.1939059718575,1569.0929162121527,1570.4986003572853,1570.5706792959052,1571.121687223462,1576.3900323338676,1584.2766729871184,1587.790044806088,1589.97830306157,1591.0802896908178,1589.8693316737626,1594.979553392303,1599.9888864441837,1609.1423796875613,1613.7964310410134,1619.1318848157625,1622.361614209319,1625.560072925687,1625.2253147600916,1628.4972288983693,1629.7753939711758,1635.3278468911722,1640.4605872553418,1643.7226926077442,1647.2795228132106,1650.0891993903506,1657.8734443911274,1661.0021869069485,1664.477999865304,1665.6913457469063,1670.6487415553545,1675.504384704714,1681.8647679323649,1684.7887710298423,1687.383053246319,1693.358466685561,1695.8745003265142,1698.5212313405605,1699.3481576564395,1703.9454647531418,1709.31815084632,1715.7025660320476,1720.4531305477847,1724.5213750404994,1728.7055237748543,1733.7204259995215,1739.671442657617,1742.9300831112512,1748.9426314083073,1752.2003835066098,1756.1074570250637,1754.2308945197265,1758.2460103976864,1766.9907010304826,1778.8462481756228,1783.3763790864693,1790.1732548274474,1798.1426616740036,1812.6701640450322,1827.425457114115,1839.0893724889665,1847.7415424419883,1855.5163405042622,1869.9939815525368,1885.696066579349,1899.8903634672338,1912.7882073548885,1934.099839061128,1952.972776791224,1972.4205359351104,1981.2024380810494,1986.3794540344397,1993.0852483400981,2009.2093463183746,2029.6836888245432,2050.5232162449174,2063.1451931919887,2077.2150301741126,2088.122590148799,2098.2764331433414,2108.7675551696534,2113.11299078408,2126.51345862937,2139.9928225638505,2155.045922730294,2162.5818711376305,2174.0204504135218,2186.0508169902164,2203.5405619552316,2213.473112830019,2227.547227259031,2235.247481520055,2247.4519861468757,2262.426679667148,2276.2758915984846,2292.9236837262683,2301.573185174879,2317.159533887731,2331.587143285439,2344.0305456732663,2352.9792983417883,2362.368935098207,2378.109597822986,2394.3803810396357,2407.231403270684,2420.7606242974143,2432.38941788001,2442.2696312628314,2457.223518137812,2468.2881314742103,2477.053626707343,2486.5796112327344,2497.6726637142865,2511.8793060411735,2519.314684479206
394514,4,"Dallas, TX",msa,TX,1410.9701392817967,1417.0253662055181,1422.240851084725,1429.0677227313413,1435.3166299561763,1441.6956948258214,1448.5040681519474,1454.188361114438,1460.4781193563674,1467.2761278755866,1474.3728707840999,1481.1014503782621,1484.8014637766862,1491.15672516891,1495.9313516192146,1502.2447301489274,1506.6173637939905,1512.0629202522532,1517.505447524251,1523.2964422144478,1528.5451509830261,1532.5198456377764,1536.4350879296876,1540.1925606628129,1548.5506393507778,1555.1778375644376,1564.7510913362376,1570.4677640781492,1577.526119366807,1581.3306756079508,1587.0359097656649,1592.421943457443,1597.4682339174249,1602.098042307923,1607.5854224491325,1614.633334222029,1620.279906751433,1625.5035207048068,1628.418092282704,1633.1358529525014,1634.6473870189782,1641.5233988314687,1644.9245970034526,1651.1175206235057,1656.170896728872,1661.349708135019,1663.7585698317446,1668.9775695759874,1674.527492674471,1680.2889029696678,1685.107465220978,1689.9525011260607,1696.8874925929124,1700.8886849961677,1706.4583470054263,1709.7811021800612,1714.0603406711516,1718.5211107175278,1724.5332451546394,1727.4660548979693,1729.7570261605126,1732.1988833439443,1742.8002332032945,1744.697894570959,1746.4383063272085,1750.1049780146966,1760.575430148307,1771.6653279870234,1782.945675910435,1795.2336766499006,1810.0456351093128,1826.4500885603286,1843.096186294387,1858.6895218558411,1873.2807724045347,1892.453487829497,1915.3397317664933,1939.3107955090395,1962.6834839724852,1987.1471640491652,2013.2752603793663,2037.7294538320314,2054.5778841304,2070.0478224464405,2085.3980837526406,2105.7245179977444,2123.628907733289,2142.7520809774387,2159.6200495867033,2179.169527650932,2192.4043992679194,2202.6301738571906,2209.5852333909215,2219.345898141084,2229.4788007512434,2239.8511854373464,2245.562018170755,2250.234044078168,2255.4911840942286,2260.5463124006355,2268.5956238419863,2273.7109524191437,2282.4107629764853,2288.802573589622,2294.0024827339607,2296.1921282483595,2302.9496373690704,2309.6993054647014,2317.4379444235597,2319.679519125948,2326.613165836173,2330.7005302981815,2332.854910609186,2335.2743630048994,2338.2439107093783,2344.812985607584,2350.01603585312,2355.6231128505906,2358.188612723633,2359.866606000867,2362.079172240247,2366.969966176814,2367.61076245591,2369.177201098844,2370.2374355516786,2371.0944228065405,2370.2724577580457,2367.508470552804
394692,5,"Houston, TX",msa,TX,1584.59473199479,1589.9904262416421,1597.4674644265685,1599.8911047277672,1600.8227811211086,1601.1798295638869,1603.1143528569805,1605.6361892570483,1607.1153806163989,1610.0226538971212,1613.8691161476818,1614.3296934763707,1616.023385163035,1614.3700094536014,1616.1426470779934,1612.710712120045,1610.1849303293318,1608.3075731192814,1608.9456345954336,1609.5954572847295,1606.512541714924,1603.19020509201,1598.711230076544,1598.8196707963768,1601.4571127419867,1610.2138976941935,1617.2737170281398,1621.4128125051102,1623.0549828455341,1624.1535806334623,1627.2388228223206,1630.3632906385778,1640.9896201697306,1651.7965181171203,1662.5912932359122,1667.0915390340488,1670.903234099389,1672.4766136930177,1673.2015402800496,1672.8462002112312,1674.3350610247032,1678.2106222477232,1680.1447858534004,1684.2408934573662,1684.1931084932048,1686.15163412384,1686.2796742695873,1689.9171348239379,1692.0100385707437,1695.1826300062569,1698.1057391494,1704.4810689000294,1710.5247515841368,1714.8753847404123,1719.1929268315098,1721.8830187225117,1724.9190852224513,1726.4956226678055,1729.8985565783175,1733.0079414054649,1737.267014152697,1740.6868294789947,1743.7769670150258,1742.1880789364102,1742.4254628950152,1742.1941741337653,1754.020838014834,1765.6281517383838,1778.3133168395507,1787.3734081604337,1797.5586526797726,1809.0308656605819,1823.3649081594954,1834.7964123196523,1846.0642379204028,1859.7344223337332,1877.3234680489595,1894.605542759465,1904.2592451036642,1918.0425584786847,1930.8162350614946,1949.412689550196,1963.9241645647592,1978.402021956198,1989.5230051924302,2001.7389010154852,2011.0586730823238,2023.0121934397607,2031.052529396487,2045.8853049959532,2056.581280530381,2066.4694637411867,2073.1394293898684,2081.6651781237574,2086.48283652049,2091.9006327919437,2095.5320168087815,2103.379200423037,2112.404921698656,2119.897523098104,2129.261746902387,2136.5321360082467,2147.8548337238135,2153.98453303976,2159.5860789205863,2162.198350222667,2166.3206120109294,2172.0203493484823,2178.385502690733,2187.264870458723,2190.881105296302,2196.805301076035,2200.1447897253224,2208.0191530311204,2212.435397698836,2218.087143272987,2225.313913162913,2231.989371035165,2239.388087060562,2244.380161696548,2249.5334608248945,2249.6474310713106,2253.029703004946,2253.9216640601867,2255.8132303981283,2253.0578041980634,2251.2790972530843,2250.225194982897
395209,6,"Washington, DC",msa,VA,2165.64066430018,2175.101360017985,2182.639246117453,2185.399090716648,2185.010916105894,2187.907122052838,2188.9016243417027,2190.9236283126857,2198.939456096812,2204.504036868023,2213.4451914488977,2217.079379698226,2222.281526875756,2225.425027275096,2226.3002233940447,2226.009217044129,2228.5266966357485,2231.3732551534968,2238.4980764157717,2245.309683526104,2245.542549267913,2250.952554708709,2251.457560152754,2256.918049433134,2261.0826062329243,2268.684500700229,2277.7886007305406,2283.4840171691585,2287.1205040553455,2291.9444299174493,2294.957785067381,2297.547222484848,2302.1271938763343,2306.561513753798,2312.2323622020344,2321.5531145041873,2327.8364623387392,2330.3703123812747,2329.878464313267,2333.7268734893223,2341.0324559766464,2347.234849309853,2353.26396275729,2359.016249376993,2362.45637267023,2365.314884139904,2374.109450680184,2381.9795568532836,2385.8177642972346,2390.061470387813,2398.3753639093507,2405.4544614199745,2410.441087697432,2415.5024172194103,2420.748872178533,2426.3971653965677,2434.057348841926,2441.2667200378773,2444.226119413324,2445.2753588408905,2451.1840544818965,2457.9856848878203,2471.8994775284445,2475.5463552862198,2479.4155178772194,2482.4610645872585,2492.2892761827943,2503.3287707729723,2516.155162695994,2523.5726032318144,2534.4549469233193,2544.1654235595047,2558.663203832107,2563.9140615493784,2575.1827902270406,2587.8020518444464,2610.7173093001657,2627.9250713923407,2646.874960047112,2663.2226772941262,2681.092723771069,2701.3810009106774,2719.6996609597354,2734.4251122981614,2749.506062298504,2768.7702202262,2787.020070858956,2807.0205073134475,2820.147764481968,2836.744348168937,2848.3995871196657,2859.3475417133136,2874.133401019702,2884.218863445937,2896.1516775522527,2914.638336808021,2927.594473146879,2942.7419663803207,2945.9500523085876,2957.5577573150626,2971.321320915849,2989.02575454576,3004.94184007557,3021.2593400349338,3034.563730944712,3053.588068070774,3065.8568654977444,3081.467188263945,3085.1365426721577,3096.547189870471,3106.5286595033467,3129.1426823057677,3144.586202397557,3163.2949092758918,3172.425866752175,3185.276512646254,3197.8705051292663,3207.4016643358045,3220.9766923607854,3228.7267497670455,3247.7851720632675,3258.2158156599826,3275.0863863140403,3276.3361230430173,3282.4950166668777,3282.6237556496126,3291.324347760141,3296.2303726506107
394974,7,"Philadelphia, PA",msa,PA,1347.5645909542657,1353.311887570173,1360.3844785353338,1363.411065964727,1366.3938397315524,1367.3089379923858,1372.1412782429566,1374.335432875805,1379.8556405282927,1382.7770115323713,1383.6084638121977,1385.6429861550137,1387.3995263956317,1392.2244754674612,1394.613557341874,1399.9267695791236,1403.8809256057739,1410.56828993443,1413.628335384191,1417.2794383460212,1416.219681437959,1418.3230913256346,1424.4377714487007,1431.2571890328072,1438.3034187997337,1442.082377996581,1446.9097719165882,1450.688230209502,1453.021649090229,1452.6250763733265,1456.3022649482111,1461.887998048948,1469.5153006968496,1474.6820559295122,1478.827848285644,1483.4745005580012,1484.3106187123647,1486.7527944773387,1492.002310370753,1498.1425896353142,1505.7918855920054,1509.253986586284,1512.2064261233184,1514.6862072261845,1520.7329567831537,1526.667881330727,1533.7650620987702,1535.7578248326845,1542.8260461753841,1547.9375284946564,1552.196447037239,1555.9099392513929,1559.5931796142343,1567.4891168589138,1574.4963392588888,1580.989633600055,1584.7007698070656,1589.2591935140074,1592.7828570038462,1599.9933416271258,1605.2907896745671,1612.090008538667,1615.8980200648239,1618.8231074493679,1623.021360211037,1627.3549078539843,1639.515923973541,1649.3454659385966,1663.2295966641298,1669.9936602239238,1677.576968265645,1684.5545666943426,1698.0667755291292,1711.71186243805,1718.8771468391699,1731.8581546690039,1746.0258251580776,1761.3927776543196,1772.7303443911903,1786.7410418874601,1792.1111003224314,1808.4933720302074,1825.141386418476,1852.1509989441765,1865.7264937306873,1874.8122434755069,1886.646976094883,1898.4601556378277,1912.4214716274766,1925.8735653902143,1939.6282833421867,1951.744069706128,1961.2363781506124,1962.368893702151,1967.3865140750443,1967.107187953444,1977.6281505606757,1987.5540021469046,2003.3118315771017,2014.4933128510233,2021.0754832435289,2028.610840339,2036.3452654672885,2044.3696515269644,2057.0327116071758,2071.57238738763,2082.647631150309,2087.3253040155214,2091.78082832822,2101.013870178609,2116.6303247583805,2127.624498822823,2139.6925917982594,2145.7648175883246,2149.2277716446483,2160.136848488966,2168.419347992435,2176.8967154552383,2185.7181134808075,2199.717889634053,2210.827914986056,2219.211479455358,2218.863198559088,2224.1216395766382,2230.1858292658453,2240.2977713206087,2252.2184536698933,2258.1401668092058
394856,8,"Miami, FL",msa,FL,1743.9738695004296,1753.6679400257105,1766.634274882716,1775.997305462642,1781.3003522264466,1786.6950417206172,1794.5007229360199,1804.0796844719061,1814.7536941406988,1821.9613439471607,1834.4960854778033,1841.990775341176,1853.468787164906,1853.5863329358815,1856.3846300216792,1857.120889442084,1864.3805811819511,1866.81379043464,1870.2725311376191,1872.3596022183015,1878.7784642560307,1882.4811006852308,1888.0161544567748,1891.353028406061,1898.4854467644584,1908.9888234372436,1920.5989489543879,1927.9064493947205,1930.0879422023058,1935.424980231419,1943.2454869388403,1951.2713337945381,1955.378987946869,1960.5943525790376,1963.3344982849326,1972.3422925263005,1979.055012020599,1986.208631080458,1987.6228852872873,1995.4607264907886,2003.3546898526,2010.4915415867083,2013.9919112505272,2021.638187532541,2027.7327872711996,2034.247506560711,2037.3180567554596,2040.3060523862316,2046.6159979596875,2052.7156329128275,2059.9930933595224,2065.2397030997354,2071.8995445428627,2078.699911202015,2086.959096521005,2092.274634934085,2099.9956362729267,2107.677288115406,2118.983750160741,2128.0850199445113,2135.142352599683,2142.086916459185,2146.7568424874894,2151.4561794810165,2152.4079528720313,2158.6114573243303,2172.777797907728,2187.4043917654753,2206.541228402409,,2261.619753198468,2288.4045784329724,2306.2592784807557,2332.068375297136,2351.413576546667,2382.448976981172,2417.0076038675456,2468.0786037027415,2524.701720615393,2589.757737671064,2655.2150786372226,2700.9502807026156,2757.830012564932,2812.3010977904955,2880.151828481276,2929.919428503853,2986.730528109806,3043.230047527525,3102.89523548203,3141.9149769571063,3167.5683440713824,3181.0740910275395,3184.8616762885495,3196.7110239892595,3203.73237969178,3217.610394639342,3222.4936122046574,3227.832929373374,3237.2286747067405,3248.779664893828,3264.741991738552,3280.604888042834,3287.2340610185183,3294.396639621226,3303.6927782483344,3326.6511487560497,3338.2452026187448,3339.227740771113,3341.6527647317967,3356.257294310553,3368.6130913346724,3376.2059763915204,3379.0937353475483,3381.913873711526,3390.68411955073,3404.690898362518,3419.685794445396,3422.4831457963573,3431.776382659368,3444.2576031024446,3455.25272581571,3458.540909327228,3458.3663044255454,3458.8251602567893,3458.325629621713,3460.1474266299056,3462.7918469141914,3461.5099059675417
394347,9,"Atlanta, GA",msa,GA,1141.564017062881,1146.8050600331976,1149.710280342785,1156.1110764596815,1159.6804554042253,1166.9642912723855,1171.8884735703505,1177.5098615632094,1182.6385644197421,1187.7601404628997,1191.2670921715724,1196.405301744478,1202.6722825551149,1209.8515207015328,1214.707594641574,1218.2537103123952,1223.007285690568,1228.3621472595116,1235.0227613483144,1241.4430008656311,1246.3210979461637,1252.2157338095888,1255.8370141801206,1260.868082350017,1266.0150513994602,1273.8010531415487,1282.8555004582815,1290.6912403250724,1297.9264651543942,1304.3835990638922,1312.7726905023162,1319.2479716949665,1326.823032664871,1329.1291458860703,1337.8212549718878,1342.8705740905862,1351.8489694356117,1355.6371919541184,1363.575530489328,1369.8155332960423,1377.090477103629,1380.969788792104,1386.1315877136387,1391.3977789220528,1398.2499328962344,1407.7174390591842,1416.0527105604954,1424.7989200674315,1431.1811761247482,1437.2511419503257,1441.814614717899,1448.588830345793,1454.7773514822081,1463.888994563739,1470.8156124212219,1478.7053315412156,1485.115763175025,1491.9558649685562,1496.929224297317,1503.1440282426918,1509.134128354668,1517.4927725864181,1526.4510055661374,1533.469660119514,1540.5019406069487,1549.6216093732733,1563.2623896885939,1578.2293371923336,1594.7796013522675,1611.3452479224052,1628.1970687012797,1645.6519472927262,1665.9325293224472,1688.3067964894262,1709.6314962038527,1734.6539345165525,1758.109561616815,1783.3980549895232,1804.8128001631012,1832.5809780586771,1857.5870793872273,1884.608273580012,1904.3907329489339,1919.3064710471037,1932.57933916681,1943.4372150211748,1958.6228666969946,1970.9292154303,1987.9290099675159,2005.6299645800707,2025.266881724237,2037.548457675016,2048.843547203434,2057.1865817961725,2066.2671711801027,2080.124050173841,2084.1305032443215,2088.017467770886,2090.208383087386,2096.882960318527,2104.470736772078,2105.071074572234,2108.8703671448548,2110.5660394931624,2116.9045750681885,2116.0402602534296,2117.9278593959184,2121.1676400951437,2137.1652635290034,2150.8560912481576,2163.3590232694814,2167.5203765237375,2171.2003464546783,2179.626467603602,2185.3141840132666,2192.4961773474483,2197.8476443883674,2209.357997800193,2219.515093135339,2226.76133230347,2228.588694484606,2232.244292700199,2236.311430152519,2244.701788796192,2251.6997843135173,2257.9473420108015,2264.1484412712803,2271.2389120087605
